id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
OLFR373	3	0.37373	0.38729	0.908788	7727	1	-0.99622	0.81053	0.81045	0.97199	14088	0	-0.99622
PRAMEL1	3	0.37373	0.38729	0.908788	7728	1	0.59383	0.11227	0.12398	0.897576	2487	1	0.59383
ALKBH8	3	0.37373	0.38729	0.908788	7729	1	0.010129	0.41642	0.41665	0.966282	7160	0	0.010129
VMN2R25	3	0.37373	0.38729	0.908788	7730	1	0.0075964	0.59819	0.59852	0.970422	11149	0	0.0075964
CCDC148	3	0.37373	0.38729	0.908788	7731	1	0.74811	0.027762	0.050495	0.883486	959	2	0.74811
ASZ1	3	0.37373	0.38729	0.908788	7732	1	-0.40428	0.81053	0.81045	0.97199	15438	0	-0.40428
YARS2	3	0.37373	0.38729	0.908788	7733	1	-0.99622	0.81053	0.81045	0.97199	15169	0	-0.99622
BNC2	3	0.37373	0.38729	0.908788	7734	1	0.0075964	0.6307	0.63096	0.970422	11395	0	0.0075964
COMT	3	0.37373	0.38729	0.908788	7735	1	0.0075964	0.19068	0.19404	0.925858	3750	1	0.0075964
GTF2A1L	3	0.37373	0.38729	0.908788	7736	1	-0.5761	0.81053	0.81045	0.97199	14268	0	-0.5761
MUP21	3	0.37373	0.38729	0.908788	7737	1	-0.5761	0.81053	0.81045	0.97199	14308	0	-0.5761
NCMAP	3	0.37373	0.38729	0.908788	7738	1	1.0095	0.013278	0.025084	0.855765	502	2	1.0095
CTXN1	3	0.37373	0.38729	0.908788	7739	1	0.0075964	0.19068	0.19404	0.925858	3440	1	0.0075964
ZRANB1	3	0.37373	0.38729	0.908788	7740	1	-0.99622	0.95918	0.95945	0.987989	18295	0	-0.99622
NIP7	3	0.37373	0.38729	0.908788	7741	1	-0.5761	0.81053	0.81045	0.97199	14182	0	-0.5761
MRPL53	3	0.37373	0.38729	0.908788	7742	1	-0.99622	0.81053	0.81045	0.97199	15261	0	-0.99622
PLEC	3	0.37373	0.38729	0.908788	7743	1	0.0075964	0.19068	0.19404	0.925858	3727	1	0.0075964
OLFR1457	3	0.37373	0.38729	0.908788	7744	1	0.0075964	0.19068	0.19404	0.925858	3632	1	0.0075964
ACTR5	3	0.37373	0.38729	0.908788	7745	1	0.0075964	0.58034	0.58047	0.970422	10328	0	0.0075964
OLFR843	3	0.37373	0.38729	0.908788	7746	1	0.0075964	0.26992	0.26964	0.964979	4959	1	0.0075964
DTX2	3	0.37373	0.38729	0.908788	7747	1	0.0075964	0.6307	0.63096	0.970422	11331	0	0.0075964
BRD7	3	0.37373	0.38729	0.908788	7748	1	-0.99622	0.81053	0.81045	0.97199	14863	0	-0.99622
CD209D	3	0.37373	0.38729	0.908788	7749	1	0.0075964	0.0051365	0.010602	0.7395	259	1	0.0075964
NFYA	3	0.37373	0.38729	0.908788	7750	1	-0.99622	0.41642	0.41665	0.966282	7127	0	-0.99622
VMN1R44	3	0.37373	0.38729	0.908788	7751	1	0.012154	0.12411	0.13421	0.897576	2546	1	0.012154
ASTL	3	0.37373	0.38729	0.908788	7752	1	-0.99622	0.81053	0.81045	0.97199	15270	0	-0.99622
OPN3	3	0.37373	0.38729	0.908788	7753	1	0.0075964	0.81053	0.81045	0.97199	15392	0	0.0075964
PSMC1	3	0.37373	0.38729	0.908788	7754	1	-0.99622	0.81053	0.81045	0.97199	14293	0	-0.99622
B3GNT4	3	0.37373	0.38729	0.908788	7755	1	0.0075964	0.81053	0.81045	0.97199	14633	0	0.0075964
2010317E24RIK	3	0.37373	0.38729	0.908788	7756	1	0.0075964	0.81053	0.81045	0.97199	14824	0	0.0075964
IDI1	3	0.37373	0.38729	0.908788	7757	1	0.0075964	0.07697	0.093936	0.883486	1928	1	0.0075964
BCL2L12	3	0.37373	0.38729	0.908788	7758	1	-0.99622	0.81053	0.81045	0.97199	15324	0	-0.99622
E2F4	3	0.37373	0.38729	0.908788	7759	1	-0.99622	0.41642	0.41665	0.966282	7210	0	-0.99622
GJA4	3	0.37373	0.38729	0.908788	7760	1	-0.99622	0.81053	0.81045	0.97199	15311	0	-0.99622
ZC3H12A	3	0.37373	0.38729	0.908788	7761	1	0.011395	0.07697	0.093936	0.883486	1802	1	0.011395
CDC16	3	0.37373	0.38729	0.908788	7762	1	-0.99622	0.81053	0.81045	0.97199	14502	0	-0.99622
TMEM72	3	0.37373	0.38729	0.908788	7763	1	-0.5761	0.81053	0.81045	0.97199	14167	0	-0.5761
TEX10	3	0.37373	0.38729	0.908788	7764	1	-0.99622	0.95918	0.95945	0.987989	18343	0	-0.99622
CTAG2	3	0.37373	0.38729	0.908788	7765	1	0.0075964	0.41642	0.41665	0.966282	7288	0	0.0075964
UNG	3	0.37373	0.38729	0.908788	7766	1	0.0075964	0.41642	0.41665	0.966282	7750	0	0.0075964
TAAR5	3	0.37373	0.38729	0.908788	7767	1	-0.99622	0.19068	0.19404	0.925858	3751	1	-0.99622
GTF2F2	3	0.37373	0.38729	0.908788	7768	1	-0.99622	0.81053	0.81045	0.97199	14425	0	-0.99622
PRSS35	3	0.37373	0.38729	0.908788	7769	1	0.0075964	0.59819	0.59852	0.970422	11154	0	0.0075964
ALOX5	3	0.37373	0.38729	0.908788	7770	1	-0.99622	0.91094	0.91104	0.987989	17331	0	-0.99622
CENPM	3	0.37373	0.38729	0.908788	7771	1	-0.5761	0.81053	0.81045	0.97199	14214	0	-0.5761
BBS2	3	0.37373	0.38729	0.908788	7772	1	-0.5761	0.95918	0.95945	0.987989	18012	0	-0.5761
RNF40	3	0.37373	0.38729	0.908788	7773	1	-0.99622	0.81053	0.81045	0.97199	14808	0	-0.99622
2610301B20RIK	3	0.37373	0.38729	0.908788	7774	1	-0.99622	0.81053	0.81045	0.97199	14115	0	-0.99622
PLEK2	3	0.37373	0.38729	0.908788	7775	1	0.0075964	0.41642	0.41665	0.966282	7015	0	0.0075964
CORO1C	3	0.37373	0.38729	0.908788	7776	1	-0.99622	0.59819	0.59852	0.970422	11110	0	-0.99622
TMTC2	3	0.37373	0.38729	0.908788	7777	1	-0.5761	0.81053	0.81045	0.97199	13976	0	-0.5761
LEMD1	3	0.37373	0.38729	0.908788	7778	1	0.0075964	0.41642	0.41665	0.966282	6750	0	0.0075964
EIF4EBP2	3	0.37373	0.38729	0.908788	7779	1	0.0075964	0.41642	0.41665	0.966282	7078	0	0.0075964
MEOX1	3	0.37373	0.38729	0.908788	7780	1	-0.99622	0.19068	0.19404	0.925858	3922	1	-0.99622
NFATC1	3	0.37373	0.38729	0.908788	7781	1	-0.99622	0.81053	0.81045	0.97199	14197	0	-0.99622
OSBPL1A	3	0.37373	0.38729	0.908788	7782	1	0.0075964	0.81053	0.81045	0.97199	14759	0	0.0075964
MACC1	3	0.37373	0.38729	0.908788	7783	1	0.4258	0.41642	0.41665	0.966282	7594	0	0.4258
NOVA1	3	0.37373	0.38729	0.908788	7784	1	0.0075964	0.41642	0.41665	0.966282	6690	0	0.0075964
NOL11	3	0.37373	0.38729	0.908788	7785	1	-0.99622	0.81053	0.81045	0.97199	14151	0	-0.99622
MEPCE	3	0.37373	0.38729	0.908788	7786	1	-0.99622	0.41642	0.41665	0.966282	6772	0	-0.99622
OLFR1241	3	0.37373	0.38729	0.908788	7787	1	0.0075964	0.26992	0.26964	0.964979	4990	1	0.0075964
GXYLT1	3	0.37373	0.38729	0.908788	7788	1	-0.99622	0.81053	0.81045	0.97199	14178	0	-0.99622
DIS3	3	0.37373	0.38729	0.908788	7789	1	-0.99622	0.81053	0.81045	0.97199	15204	0	-0.99622
CROCC	3	0.37373	0.38729	0.908788	7790	1	-0.5761	0.41642	0.41665	0.966282	7507	0	-0.5761
COL22A1	3	0.37373	0.38729	0.908788	7791	1	0.0075964	0.41642	0.41665	0.966282	7277	0	0.0075964
ADM2	3	0.37373	0.38729	0.908788	7792	1	0.0075964	0.25335	0.25352	0.964979	4844	1	0.0075964
OFD1	3	0.37373	0.38729	0.908788	7793	1	-0.5761	0.81053	0.81045	0.97199	13964	0	-0.5761
NDUFS5	3	0.37373	0.38729	0.908788	7794	1	-0.40428	0.81053	0.81045	0.97199	14426	0	-0.40428
OLFR152	3	0.37373	0.38729	0.908788	7795	1	-0.50123	0.54722	0.5474	0.970422	10093	0	-0.50123
EFR3B	3	0.37373	0.38729	0.908788	7796	1	-0.99622	0.95918	0.95945	0.987989	18000	0	-0.99622
RXFP4	3	0.37373	0.38729	0.908788	7797	1	-0.99622	0.95918	0.95945	0.987989	17998	0	-0.99622
1700011I03RIK	3	0.37373	0.38729	0.908788	7798	1	-0.5761	0.81053	0.81045	0.97199	14504	0	-0.5761
CBLL1	3	0.37373	0.38729	0.908788	7799	1	-0.5761	0.81053	0.81045	0.97199	15180	0	-0.5761
TMEM190	3	0.37373	0.38729	0.908788	7800	1	0.0075964	0.81053	0.81045	0.97199	14227	0	0.0075964
LHFPL1	3	0.37373	0.38729	0.908788	7801	1	-0.99622	0.19068	0.19404	0.925858	3504	1	-0.99622
GM949	3	0.37373	0.38729	0.908788	7802	1	-0.5761	0.95918	0.95945	0.987989	18090	0	-0.5761
TMEM97	3	0.37373	0.38729	0.908788	7803	1	0.0075964	0.81053	0.81045	0.97199	14195	0	0.0075964
3110009E18RIK	3	0.37373	0.38729	0.908788	7804	1	-0.99622	0.41642	0.41665	0.966282	6547	0	-0.99622
9130017N09RIK	3	0.37373	0.38729	0.908788	7805	1	-0.34931	0.59819	0.59852	0.970422	11161	0	-0.34931
TRNP1	3	0.37373	0.38729	0.908788	7806	1	0.0075964	0.81053	0.81045	0.97199	14131	0	0.0075964
COL25A1	3	0.37373	0.38729	0.908788	7807	1	-0.99622	0.95918	0.95945	0.987989	18191	0	-0.99622
CDK18	3	0.37373	0.38729	0.908788	7808	1	-0.5761	0.81053	0.81045	0.97199	14591	0	-0.5761
SCARB1	3	0.37373	0.38729	0.908788	7809	1	0.0075964	0.81053	0.81045	0.97199	15359	0	0.0075964
FAM122C	3	0.37373	0.38729	0.908788	7810	1	0.0075964	0.07697	0.093936	0.883486	1973	1	0.0075964
PKD2L1	3	0.37373	0.38729	0.908788	7811	1	-0.99622	0.19068	0.19404	0.925858	3746	1	-0.99622
ZFHX4	3	0.37373	0.38729	0.908788	7812	1	0.0075964	0.41642	0.41665	0.966282	7729	0	0.0075964
TMED1	3	0.37373	0.38729	0.908788	7813	1	0.59383	0.19068	0.19404	0.925858	3441	1	0.59383
ZFP41	3	0.37373	0.38729	0.908788	7814	1	0.0075964	0.07697	0.093936	0.883486	1842	1	0.0075964
4930415O20RIK	3	0.37373	0.38729	0.908788	7815	1	-0.40428	0.81053	0.81045	0.97199	14902	0	-0.40428
BSND	3	0.37373	0.38729	0.908788	7816	1	-0.5761	0.81053	0.81045	0.97199	14436	0	-0.5761
USP6NL	3	0.37373	0.38729	0.908788	7817	1	0.0075964	0.07697	0.093936	0.883486	1816	1	0.0075964
COL2A1	3	0.37373	0.38729	0.908788	7818	1	-0.5761	0.41642	0.41665	0.966282	7312	0	-0.5761
4930596D02RIK	3	0.37373	0.38729	0.908788	7819	1	0.0075964	0.81053	0.81045	0.97199	15129	0	0.0075964
WWTR1	3	0.37373	0.38729	0.908788	7820	1	-0.99622	0.95918	0.95945	0.987989	18260	0	-0.99622
LYZL1	3	0.37373	0.38729	0.908788	7821	1	-0.5761	0.41642	0.41665	0.966282	6707	0	-0.5761
TTLL5	3	0.37373	0.38729	0.908788	7822	1	0.0075964	0.58772	0.58791	0.970422	10374	0	0.0075964
RPL17	3	0.37373	0.38729	0.908788	7823	1	0.0075964	0.19068	0.19404	0.925858	3571	1	0.0075964
PLEKHG4	3	0.37373	0.38729	0.908788	7824	1	-0.99622	0.19068	0.19404	0.925858	3576	1	-0.99622
CNNM1	3	0.37373	0.38729	0.908788	7825	1	0.0075964	0.41642	0.41665	0.966282	7691	0	0.0075964
HABP4	3	0.37373	0.38729	0.908788	7826	1	0.0075964	0.26992	0.26964	0.964979	4996	1	0.0075964
EML5	3	0.37373	0.38729	0.908788	7827	1	-0.99622	0.95918	0.95945	0.987989	18263	0	-0.99622
FAM125B	3	0.37373	0.38729	0.908788	7828	1	0.010129	0.59819	0.59852	0.970422	11127	0	0.010129
DEGS1	3	0.37373	0.38729	0.908788	7829	1	-0.99622	0.6307	0.63096	0.970422	11284	0	-0.99622
DENND5B	3	0.37373	0.38729	0.908788	7830	1	-0.5761	0.046093	0.068234	0.883486	1420	1	-0.5761
PKD1L2	3	0.37373	0.38729	0.908788	7831	1	0.0075964	0.81053	0.81045	0.97199	14401	0	0.0075964
BNIPL	3	0.37373	0.38729	0.908788	7832	1	-0.99622	0.19068	0.19404	0.925858	3648	1	-0.99622
TCEAL1	3	0.37373	0.38729	0.908788	7833	1	-0.5761	0.41642	0.41665	0.966282	7403	0	-0.5761
OLFR1303	3	0.37373	0.38729	0.908788	7834	1	0.0075964	0.81053	0.81045	0.97199	15002	0	0.0075964
SQSTM1	3	0.37373	0.38729	0.908788	7835	1	-0.5761	0.81053	0.81045	0.97199	14125	0	-0.5761
COL9A2	3	0.37373	0.38729	0.908788	7836	1	-0.99622	0.81053	0.81045	0.97199	13909	0	-0.99622
GTPBP8	3	0.37373	0.38729	0.908788	7837	1	0.012154	0.41642	0.41665	0.966282	6574	0	0.012154
KRT81	3	0.37373	0.38729	0.908788	7838	1	-0.99622	0.81053	0.81045	0.97199	15067	0	-0.99622
SPON1	3	0.37373	0.38729	0.908788	7839	1	0.0075964	0.81053	0.81045	0.97199	15245	0	0.0075964
LTB4R1	3	0.37373	0.38729	0.908788	7840	1	0.59383	0.07697	0.093936	0.883486	2030	1	0.59383
DOCK9	3	0.37373	0.38729	0.908788	7841	1	0.0075964	0.41642	0.41665	0.966282	7004	0	0.0075964
AQP5	3	0.37373	0.38729	0.908788	7842	1	-0.99622	0.19068	0.19404	0.925858	3730	1	-0.99622
LYPLAL1	3	0.37373	0.38729	0.908788	7843	1	0.0075964	0.81053	0.81045	0.97199	15199	0	0.0075964
RHPN1	3	0.37373	0.38729	0.908788	7844	1	-0.5761	0.41642	0.41665	0.966282	7641	0	-0.5761
PLCD4	3	0.37373	0.38729	0.908788	7845	1	0.0075964	0.6307	0.63096	0.970422	11363	0	0.0075964
STEAP3	3	0.37373	0.38729	0.908788	7846	1	0.0075964	0.81053	0.81045	0.97199	14641	0	0.0075964
KIF3C	3	0.37373	0.38729	0.908788	7847	1	-0.99622	0.19068	0.19404	0.925858	3713	1	-0.99622
PABPC2	3	0.37373	0.38729	0.908788	7848	1	0.0075964	0.41642	0.41665	0.966282	7855	0	0.0075964
PTCH1	3	0.37373	0.38729	0.908788	7849	1	-0.99622	0.81053	0.81045	0.97199	14094	0	-0.99622
TBC1D17	3	0.37373	0.38729	0.908788	7850	1	-0.99622	0.81053	0.81045	0.97199	15127	0	-0.99622
KIRREL	3	0.37373	0.38729	0.908788	7851	1	0.0075964	0.81053	0.81045	0.97199	15421	0	0.0075964
DLL4	3	0.37373	0.38729	0.908788	7852	1	0.59383	0.26992	0.26964	0.964979	4916	1	0.59383
OLFR1428	3	0.37373	0.38729	0.908788	7853	1	0.0075964	0.41642	0.41665	0.966282	7827	0	0.0075964
PHACTR2	3	0.37373	0.38729	0.908788	7854	1	0.0075964	0.19068	0.19404	0.925858	3821	1	0.0075964
H1F0	3	0.37373	0.38729	0.908788	7855	1	0.010129	0.41642	0.41665	0.966282	7070	0	0.010129
MRI1	3	0.37373	0.38729	0.908788	7856	1	-0.47284	0.81053	0.81045	0.97199	14187	0	-0.47284
BC048502	3	0.37373	0.38729	0.908788	7857	1	-0.20955	0.19068	0.19404	0.925858	3810	1	-0.20955
STRN3	3	0.37373	0.38729	0.908788	7858	1	-0.99622	0.95918	0.95945	0.987989	18170	0	-0.99622
SCGN	3	0.37373	0.38729	0.908788	7859	1	-0.40428	0.59819	0.59852	0.970422	11116	0	-0.40428
GTF2E2	3	0.37373	0.38729	0.908788	7860	1	-0.99622	0.95918	0.95945	0.987989	18217	0	-0.99622
INTS5	3	0.37373	0.38729	0.908788	7861	1	0.0075964	0.26992	0.26964	0.964979	4979	1	0.0075964
GPBP1	3	0.37373	0.38729	0.908788	7862	1	0.4258	0.07697	0.093936	0.883486	1953	1	0.4258
GALR3	3	0.37373	0.38729	0.908788	7863	1	-0.99622	0.54722	0.5474	0.970422	10081	0	-0.99622
ROPN1	3	0.37373	0.38729	0.908788	7864	1	-0.99622	0.19068	0.19404	0.925858	3839	1	-0.99622
LARP7	3	0.37373	0.38729	0.908788	7865	1	0.0075964	0.81053	0.81045	0.97199	14232	0	0.0075964
GYK	3	0.37373	0.38729	0.908788	7866	1	0.0075964	0.41642	0.41665	0.966282	7752	0	0.0075964
CADM1	3	0.37373	0.38729	0.908788	7867	1	0.0075964	0.03237	0.057044	0.883486	1049	1	0.0075964
MPHOSPH9	3	0.37373	0.38729	0.908788	7868	1	0.0075964	0.6307	0.63096	0.970422	11420	0	0.0075964
USP31	3	0.37373	0.38729	0.908788	7869	1	0.59383	0.26992	0.26964	0.964979	4965	1	0.59383
AA415398	3	0.37373	0.38729	0.908788	7870	1	0.0075964	0.81053	0.81045	0.97199	14147	0	0.0075964
SLC47A1	3	0.37373	0.38729	0.908788	7871	1	0.0075964	0.54722	0.5474	0.970422	10061	0	0.0075964
NCKAP5L	3	0.37373	0.38729	0.908788	7872	1	-0.5761	0.81053	0.81045	0.97199	14013	0	-0.5761
CHRNA9	3	0.37373	0.38729	0.908788	7873	1	-0.99622	0.81053	0.81045	0.97199	14953	0	-0.99622
ELFN2	3	0.37373	0.38729	0.908788	7874	1	-0.99622	0.81053	0.81045	0.97199	14472	0	-0.99622
ZFP566	3	0.37373	0.38729	0.908788	7875	1	0.0075964	0.41642	0.41665	0.966282	7296	0	0.0075964
LCN9	3	0.37373	0.38729	0.908788	7876	1	0.011395	0.41642	0.41665	0.966282	7228	0	0.011395
FHOD3	3	0.37373	0.38729	0.908788	7877	1	-0.99622	0.95918	0.95945	0.987989	18156	0	-0.99622
PLEKHA5	3	0.37373	0.38729	0.908788	7878	1	-0.5761	0.19068	0.19404	0.925858	3805	1	-0.5761
ZFP2	3	0.37373	0.38729	0.908788	7879	1	0.0075964	0.53084	0.53099	0.970422	10039	0	0.0075964
CDC26	3	0.37373	0.38729	0.908788	7880	1	-0.99622	0.81053	0.81045	0.97199	15057	0	-0.99622
ADAT3	3	0.37373	0.38729	0.908788	7881	1	-0.99622	0.81053	0.81045	0.97199	14272	0	-0.99622
GALNT4	3	0.37373	0.38729	0.908788	7882	1	0.0075964	0.41642	0.41665	0.966282	6672	0	0.0075964
WNK4	3	0.37373	0.38729	0.908788	7883	1	0.0075964	0.41642	0.41665	0.966282	7356	0	0.0075964
CCR1L1	3	0.37373	0.38729	0.908788	7884	1	0.0075964	0.26992	0.26964	0.964979	4929	1	0.0075964
MIA1	3	0.37373	0.38729	0.908788	7885	1	0.0075964	0.41642	0.41665	0.966282	6602	0	0.0075964
HSD17B1	3	0.37373	0.38729	0.908788	7886	1	-0.5761	0.81053	0.81045	0.97199	14926	0	-0.5761
1700001L19RIK	3	0.37373	0.38729	0.908788	7887	1	0.59383	0.41642	0.41665	0.966282	6640	0	0.59383
RPS19BP1	3	0.37373	0.38729	0.908788	7888	1	-0.99622	0.19068	0.19404	0.925858	3929	1	-0.99622
LRRC23	3	0.37373	0.38729	0.908788	7889	1	-0.99622	0.81053	0.81045	0.97199	14774	0	-0.99622
PARM1	3	0.37373	0.38729	0.908788	7890	1	-0.99622	0.41642	0.41665	0.966282	7235	0	-0.99622
POLE2	3	0.37373	0.38729	0.908788	7891	1	0.0075964	0.6307	0.63096	0.970422	11255	0	0.0075964
SCNN1A	3	0.37373	0.38729	0.908788	7892	1	0.0075964	0.81053	0.81045	0.97199	14522	0	0.0075964
PRPF6	3	0.37373	0.38729	0.908788	7893	1	-0.99622	0.81053	0.81045	0.97199	14440	0	-0.99622
1110003E01RIK	3	0.37373	0.38729	0.908788	7894	1	-0.5761	0.81053	0.81045	0.97199	14032	0	-0.5761
GM106	3	0.37373	0.38729	0.908788	7895	1	-0.99622	0.41642	0.41665	0.966282	7264	0	-0.99622
AU040320	3	0.37373	0.38729	0.908788	7896	1	0.0075964	0.41642	0.41665	0.966282	7211	0	0.0075964
SLC25A34	3	0.37373	0.38729	0.908788	7897	1	-0.99622	0.41642	0.41665	0.966282	7273	0	-0.99622
CNGA3	3	0.37373	0.38729	0.908788	7898	1	0.0075964	0.81053	0.81045	0.97199	15172	0	0.0075964
YKT6	3	0.37373	0.38729	0.908788	7899	1	-0.99622	0.95918	0.95945	0.987989	18248	0	-0.99622
FIGNL1	3	0.37373	0.38729	0.908788	7900	1	-0.99622	0.81053	0.81045	0.97199	14795	0	-0.99622
P2RY6	3	0.37373	0.38729	0.908788	7901	1	0.0075964	0.57405	0.57418	0.970422	10287	0	0.0075964
FTMT	3	0.37373	0.38729	0.908788	7902	1	-0.5761	0.81053	0.81045	0.97199	15404	0	-0.5761
PTGDR	3	0.37373	0.38729	0.908788	7903	1	0.0075964	0.81053	0.81045	0.97199	14193	0	0.0075964
TMEM63A	3	0.37373	0.38729	0.908788	7904	1	0.0075964	0.41642	0.41665	0.966282	7873	0	0.0075964
SF3B1	3	0.37373	0.38729	0.908788	7905	1	-0.5761	0.81053	0.81045	0.97199	14387	0	-0.5761
SCNN1B	3	0.37373	0.38729	0.908788	7906	1	0.0075964	0.07697	0.093936	0.883486	2016	1	0.0075964
TMEM30A	3	0.37373	0.38729	0.908788	7907	1	-0.5761	0.81053	0.81045	0.97199	14056	0	-0.5761
IL17RD	3	0.37373	0.38729	0.908788	7908	1	0.0075964	0.59819	0.59852	0.970422	11111	0	0.0075964
VMN1R46	3	0.37373	0.38729	0.908788	7909	1	0.0075964	0.81053	0.81045	0.97199	15130	0	0.0075964
CRLS1	3	0.37373	0.38729	0.908788	7910	1	-0.99622	0.81053	0.81045	0.97199	14712	0	-0.99622
KNG1	3	0.37373	0.38729	0.908788	7911	1	0.0075964	0.6307	0.63096	0.970422	11355	0	0.0075964
GBA	3	0.37373	0.38729	0.908788	7912	1	-0.99622	0.95918	0.95945	0.987989	18099	0	-0.99622
ATF6	3	0.37373	0.38729	0.908788	7913	1	0.0075964	0.41642	0.41665	0.966282	7392	0	0.0075964
PENK	3	0.37373	0.38729	0.908788	7914	1	-0.5761	0.81053	0.81045	0.97199	15305	0	-0.5761
TRMT1	3	0.37373	0.38729	0.908788	7915	1	-0.99622	0.81053	0.81045	0.97199	14250	0	-0.99622
TBC1D5	3	0.37373	0.38729	0.908788	7916	1	-0.99622	0.95918	0.95945	0.987989	18332	0	-0.99622
ANKRD53	3	0.37373	0.38729	0.908788	7917	1	1.0095	0.013278	0.025084	0.855765	549	2	1.0095
USP47	3	0.37373	0.38729	0.908788	7918	1	-0.99622	0.03237	0.057044	0.883486	1065	1	-0.99622
DNAJA3	3	0.37373	0.38729	0.908788	7919	1	-0.99622	0.81053	0.81045	0.97199	14577	0	-0.99622
ZDHHC21	3	0.37373	0.38729	0.908788	7920	1	0.0075964	0.19068	0.19404	0.925858	3788	1	0.0075964
NUDT18	3	0.37373	0.38729	0.908788	7921	1	0.0075964	0.81053	0.81045	0.97199	15308	0	0.0075964
LLGL2	3	0.37373	0.38729	0.908788	7922	1	-0.99622	0.41642	0.41665	0.966282	7303	0	-0.99622
SYNGR3	3	0.37373	0.38729	0.908788	7923	1	-0.5761	0.81053	0.81045	0.97199	15200	0	-0.5761
DUPD1	3	0.37373	0.38729	0.908788	7924	1	-0.5761	0.81053	0.81045	0.97199	14670	0	-0.5761
PARD6A	3	0.37373	0.38729	0.908788	7925	1	-0.99622	0.41642	0.41665	0.966282	7591	0	-0.99622
TRIM2	3	0.37373	0.38729	0.908788	7926	1	0.59383	0.07697	0.093936	0.883486	1806	1	0.59383
PRMT7	3	0.37373	0.38729	0.908788	7927	1	-0.40428	0.6307	0.63096	0.970422	11209	0	-0.40428
GM13119	3	0.37373	0.38729	0.908788	7928	1	-0.5761	0.81053	0.81045	0.97199	15294	0	-0.5761
ODF3	3	0.37373	0.38729	0.908788	7929	1	-0.5761	0.81053	0.81045	0.97199	15376	0	-0.5761
CCNE2	3	0.37373	0.38729	0.908788	7930	1	0.0075964	0.19068	0.19404	0.925858	3961	1	0.0075964
BAMBI	3	0.37373	0.38729	0.908788	7931	1	0.4258	0.41642	0.41665	0.966282	7467	0	0.4258
PIBF1	3	0.37373	0.38729	0.908788	7932	1	-0.5761	0.6307	0.63096	0.970422	11303	0	-0.5761
OLFR1450	3	0.37373	0.38729	0.908788	7933	1	-0.5761	0.03237	0.057044	0.883486	1069	1	-0.5761
BARHL1	3	0.37373	0.38729	0.908788	7934	1	0.0075964	0.81053	0.81045	0.97199	14400	0	0.0075964
CENPF	3	0.37373	0.38729	0.908788	7935	1	0.0075964	0.59819	0.59852	0.970422	11169	0	0.0075964
SOX17	3	0.37373	0.38729	0.908788	7936	1	-0.99622	0.19068	0.19404	0.925858	3546	1	-0.99622
MYL4	3	0.37373	0.38729	0.908788	7937	1	0.0075964	0.41642	0.41665	0.966282	6636	0	0.0075964
SEC14L2	3	0.37373	0.38729	0.908788	7938	1	0.0075964	0.41642	0.41665	0.966282	7563	0	0.0075964
AZI2	3	0.37373	0.38729	0.908788	7939	1	-0.99622	0.07697	0.093936	0.883486	1887	1	-0.99622
ARPC1B	3	0.37373	0.38729	0.908788	7940	1	0.0075964	0.54722	0.5474	0.970422	10150	0	0.0075964
MINA	3	0.37373	0.38729	0.908788	7941	1	-0.5761	0.81053	0.81045	0.97199	15242	0	-0.5761
SETD7	3	0.37373	0.38729	0.908788	7942	1	0.59383	0.41642	0.41665	0.966282	6808	0	0.59383
GALE	3	0.37373	0.38729	0.908788	7943	1	-0.99622	0.81053	0.81045	0.97199	15296	0	-0.99622
SKINT4	3	0.37373	0.38729	0.908788	7944	1	0.0075964	0.41642	0.41665	0.966282	7583	0	0.0075964
LRDD	3	0.37373	0.38729	0.908788	7945	1	-0.5761	0.95918	0.95945	0.987989	17933	0	-0.5761
ZIC4	3	0.37373	0.38729	0.908788	7946	1	0.0075964	0.81053	0.81045	0.97199	14545	0	0.0075964
SMURF1	3	0.37373	0.38729	0.908788	7947	1	-0.99622	0.41642	0.41665	0.966282	6521	0	-0.99622
1700027D21RIK	3	0.37373	0.38729	0.908788	7948	1	-0.5761	0.41642	0.41665	0.966282	7234	0	-0.5761
IFT172	3	0.37373	0.38729	0.908788	7949	1	-0.40428	0.578	0.5782	0.970422	10315	0	-0.40428
PI4K2A	3	0.37373	0.38729	0.908788	7950	1	0.0075964	0.19068	0.19404	0.925858	3715	1	0.0075964
INO80C	3	0.37373	0.38729	0.908788	7951	1	-0.5761	0.81053	0.81045	0.97199	14116	0	-0.5761
GIPC1	3	0.37373	0.38729	0.908788	7952	1	-0.99622	0.95918	0.95945	0.987989	18016	0	-0.99622
VAMP5	3	0.37373	0.38729	0.908788	7953	1	0.0075964	0.81053	0.81045	0.97199	15322	0	0.0075964
ABCB11	3	0.37373	0.38729	0.908788	7954	1	-0.40428	0.58772	0.58791	0.970422	10357	0	-0.40428
PCOLCE	3	0.37373	0.38729	0.908788	7955	1	0.0075964	0.81053	0.81045	0.97199	14733	0	0.0075964
MINK1	3	0.37373	0.38729	0.908788	7956	1	-0.5761	0.81053	0.81045	0.97199	14404	0	-0.5761
PWWP2A	3	0.37373	0.38729	0.908788	7957	1	-0.5761	0.41642	0.41665	0.966282	6675	0	-0.5761
ISCA2	3	0.37373	0.38729	0.908788	7958	1	0.0075964	0.59819	0.59852	0.970422	11130	0	0.0075964
